セット,英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　DragonsofTarkir,　Ojutai'sCommand,オジュタイの命令（おじゅたいのめいれい）,　4,4,　レア,　インスタント,　２白青,以下から２つを選ぶ。・あなたの墓地にある点数で見たマナ・コストが２以下のクリーチャー・カード１枚を対象とし、それを戦場に戻す。・あなたは４点のライフを得る。・クリーチャー呪文１つを対象とし、それを打ち消す。・カードを１枚引く。
　DragonsofTarkir,　PristineSkywise,清純な空智（せいじゅんなくうち）,　6,4,　レア,　クリーチャー,　４白青,飛行あなたがクリーチャーでない呪文を１つ唱えるたび、清純な空智をアンタップする。色を１色選ぶ。ターン終了時まで、これはプロテクション（その選ばれた色）を得る。
　DragonsofTarkir,　RuthlessDeathfang,無情な死牙（むじょうなしが）,　4,4,　アンコモン,　クリーチャー,　４青黒,飛行あなたがクリーチャーを１体生け贄に捧げるたび、対戦相手１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。
　DragonsofTarkir,　SarkhanUnbroken,揺るぎないサルカン（ゆるぎないさるかん）,　4,4,　神話レア,　プレインズウォーカー,　２緑青赤,[+1]：カードを１枚引く。その後、あなたのマナ・プールに好きな色のマナ１点を加える。[-2]：飛行を持つ赤の4/4のドラゴン(Dragon)・クリーチャー・トークンを１体戦場に出す。[-8]：あなたのライブラリーから望む数のドラゴン・クリーチャー・カードを探し、それらを戦場に出す。その後、あなたのライブラリーを切り直す。　忠誠度：4
　DragonsofTarkir,　SavageVentmaw,凶暴な熱口（きょうぼうなねっこう）,　4,4,　アンコモン,　クリーチャー,　４赤緑,飛行凶暴な熱口が攻撃するたび、あなたのマナ・プールに(赤)(赤)(赤)(緑)(緑)(緑)を加える。ターン終了時まで、このマナはステップやフェイズの終了に際して、あなたのマナ・プールから無くならない。
　DragonsofTarkir,　Silumgar'sCommand,シルムガルの命令（しるむがるのめいれい）,　4,4,　レア,　インスタント,　３青黒,以下から２つを選ぶ。・クリーチャーでない呪文１つを対象とし、それを打ち消す。・パーマネント１つを対象とし、それをオーナーの手札に戻す。・クリーチャー１体を対象とする。ターン終了時まで、それは-3/-3の修整を受ける。・プレインズウォーカー１体を対象とし、それを破壊する。
　DragonsofTarkir,　SwiftWarkite,快速ウォーカイト（かいそくうぉーかいと）,　4,4,　アンコモン,　クリーチャー,　４黒赤,飛行快速ウォーカイトが戦場に出たとき、あなたはあなたの手札かあなたの墓地にある点数で見たマナ・コストが３以下のクリーチャー・カードを１枚戦場に出してもよい。そのクリーチャーは速攻を得る。次の終了ステップの開始時に、それをあなたの手札に戻す。
　DragonsofTarkir,　AncestralStatue,祖先の像（そせんのぞう）,　3,4,　コモン,　アーティファクト・クリーチャー,　４,祖先の像が戦場に出たとき、あなたがコントロールする土地でないパーマネントを１つオーナーの手札に戻す。
　DragonsofTarkir,　AtarkaMonument,アタルカの碑（あたるかのひ）,　3,4,　アンコモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(赤)か(緑)を加える。(４)(赤)(緑)：ターン終了時まで、アタルカの碑は飛行を持つ赤であり緑である4/4のドラゴン(Dragon)・アーティファクト・クリーチャーになる。
　DragonsofTarkir,　CustodianoftheTrove,宝物庫の守衛（ほうもつこのしゅえい）,　2,5,　コモン,　アーティファクト・クリーチャー,　３,防衛宝物庫の守衛はタップ状態で戦場に出る。
　DragonsofTarkir,　DragonloftIdol,龍屋の偶像（りゅうおくのぐうぞう）,　3,3,　アンコモン,　アーティファクト・クリーチャー,　４,あなたがドラゴン(Dragon)をコントロールしているかぎり、龍屋の偶像は+1/+1の修整を受けるとともに飛行とトランプルを持つ。
　DragonsofTarkir,　DromokaMonument,ドロモカの碑（どろもかのひ）,　3,3,　アンコモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(緑)か(白)を加える。(４)(緑)(白)：ターン終了時まで、ドロモカの碑は飛行を持つ緑であり白である4/4のドラゴン(Dragon)・アーティファクト・クリーチャーになる。
　DragonsofTarkir,　GateSmasher,門破り（もんやぶり）,　3,3,　アンコモン,　アーティファクト,　３,門破りはタフネスが４以上のクリーチャーにのみつけることができる。装備しているクリーチャーは+3/+0の修整を受けるとともにトランプルを持つ。装備(３)
　DragonsofTarkir,　KeeperoftheLens,水晶の番人（すいしょうのばんにん）,　1,2,　コモン,　アーティファクト・クリーチャー,　１,あなたはあなたがコントロールしていない裏向きのクリーチャーの表側を見てもよい。（これはいつでも行ってよい。）
　DragonsofTarkir,　KolaghanMonument,コラガンの碑（こらがんのひ）,　1,2,　アンコモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(黒)か(赤)を加える。(４)(黒)(赤)：ターン終了時まで、コラガンの碑は飛行を持つ黒であり赤である4/4のドラゴン(Dragon)・アーティファクト・クリーチャーになる。
　DragonsofTarkir,　OjutaiMonument,オジュタイの碑（おじゅたいのひ）,　1,2,　アンコモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(白)か(青)を加える。(４)(白)(青)：ターン終了時まで、オジュタイの碑は飛行を持つ白であり青である4/4のドラゴン(Dragon)・アーティファクト・クリーチャーになる。
　DragonsofTarkir,　SilumgarMonument,シルムガルの碑（しるむがるのひ）,　1,2,　アンコモン,　アーティファクト,　３,(Ｔ)：あなたのマナ・プールに(青)か(黒)を加える。(４)(青)(黒)：ターン終了時まで、シルムガルの碑は飛行を持つ青であり黒である4/4のドラゴン(Dragon)・アーティファクト・クリーチャーになる。
　DragonsofTarkir,　SpidersilkNet,蜘蛛糸の網（くもいとのあみ）,　1,2,　コモン,　アーティファクト,　０,装備しているクリーチャーは+0/+2の修整を受けるとともに到達を持つ。（それは飛行を持つクリーチャーをブロックできる。）装備(２)（(２)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　DragonsofTarkir,　StormriderRig,嵐乗りの装具（あらしのりのそうぐ）,　1,2,　アンコモン,　アーティファクト,　２,装備しているクリーチャーは+1/+1の修整を受ける。クリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたは嵐乗りの装具をそれにつけてもよい。装備(２)
　DragonsofTarkir,　TapestryoftheAges,星霜のつづれ織り（せいそうのつづれおり）,　1,2,　アンコモン,　アーティファクト,　４,(２) (Ｔ)：カードを１枚引く。この能力は、このターンにあなたがクリーチャーでない呪文を唱えていたときにのみ起動できる。
　DragonsofTarkir,　VialofDragonfire,龍火の薬瓶（りゅうびのくすりびん）,　1,2,　コモン,　アーティファクト,　２,(２) (Ｔ) 龍火の薬瓶を生け贄に捧げる：クリーチャー１体を対象とする。龍火の薬瓶はそれに２点のダメージを与える。
