英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　PathwayArrows,突き抜けの矢（つきぬけのや）,　*,*,　アンコモン,　アーティファクト,　１,装備しているクリーチャーは「(２) (Ｔ)：クリーチャー１体を対象とする。このクリーチャーはそれに１点のダメージを与える。無色のクリーチャーがこれによりダメージを与えられたなら、それをタップする。」を持つ。装備(２)
　Pilgrim'sEye,巡礼者の目（じゅんれいしゃのめ）,　1,1,　アンコモン,　アーティファクト・クリーチャー,　３,飛行巡礼者の目が戦場に出たとき、あなたはあなたのライブラリーから基本土地カードを１枚探してもよい。そうしたなら、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
　SlabHammer,板岩の槌（ばんがんのつち）,　1,1,　アンコモン,　アーティファクト,　２,装備しているクリーチャーが攻撃するたび、あなたはあなたがコントロールする土地を１つオーナーの手札に戻してもよい。そうしたなら、ターン終了時まで、そのクリーチャーは+2/+2の修整を受ける。装備(２)
　AllyEncampment,同盟者の宿営地（どうめいしゃのしゅくえいち）,　1,1,　レア,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ)：あなたのマナ・プールに、好きな色の１色のマナ１点を加える。このマナは、同盟者(Ally)呪文を唱えるためにのみ使用できる。(１) (Ｔ) 同盟者の宿営地を生け贄に捧げる：あなたがコントロールする同盟者１体を対象とし、それをオーナーの手札に戻す。
　BlightedCataract,荒廃した瀑布（こうはいしたばくふ）,　1,1,　アンコモン,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。(５)(青) (Ｔ) 荒廃した瀑布を生け贄に捧げる：カードを２枚引く。
　BlightedFen,荒廃した湿原（こうはいしたしつげん）,　1,1,　アンコモン,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。(４)(黒) (Ｔ) 荒廃した湿原を生け贄に捧げる：対戦相手１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。
　BlightedGorge,荒廃した山峡（こうはいしたさんきょう）,　1,1,　アンコモン,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。(４)(赤) (Ｔ) 荒廃した山峡を生け贄に捧げる：クリーチャー１体かプレイヤー１人を対象とする。荒廃した山峡はそれに２点のダメージを与える。
　BlightedSteppe,荒廃した草原（こうはいしたそうげん）,　1,1,　アンコモン,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。(３)(白) (Ｔ) 荒廃した草原を生け贄に捧げる：あなたは、あなたがコントロールするクリーチャー１体につき２点のライフを得る。
　BlightedWoodland,荒廃した森林（こうはいしたしんりん）,　1,1,　アンコモン,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。(３)(緑) (Ｔ) 荒廃した森林を生け贄に捧げる：あなたのライブラリーから基本土地カードを最大２枚探し、それらをタップ状態で戦場に出す。その後、あなたのライブラリーを切り直す。
　CanopyVista,梢の眺望（こずえのちょうぼう）,　1,1,　レア,　土地,　２,（(Ｔ)：あなたのマナ・プールに(緑)か(白)を加える。）あなたが２つ以上の基本土地をコントロールしていないかぎり、梢の眺望はタップ状態で戦場に出る。
　CinderGlade,燃えがらの林間地（もえがらのりんかんち）,　1,1,　レア,　土地,　２,（(Ｔ)：あなたのマナ・プールに(赤)か(緑)を加える。）あなたが２つ以上の基本土地をコントロールしていないかぎり、燃えがらの林間地はタップ状態で戦場に出る。
　EvolvingWilds,進化する未開地（しんかするみかいち）,　1,1,　コモン,　土地,　２,(Ｔ) 進化する未開地を生け贄に捧げる：あなたのライブラリーから基本土地カードを１枚探し、それをタップ状態で戦場に出す。その後、あなたのライブラリーを切り直す。
　FertileThicket,肥沃な茂み（ひよくなしげみ）,　1,1,　コモン,　土地,　２,肥沃な茂みはタップ状態で戦場に出る。肥沃な茂みが戦場に出たとき、あなたはあなたのライブラリーの一番上から５枚のカードを見てもよい。そうしたなら、その中の基本土地カードを最大１枚公開し、そのカードをあなたのライブラリーの一番上に、残りを一番下に望む順番で置く。(Ｔ)：あなたのマナ・プールに(緑)を加える。
　LoomingSpires,そびえる尖頂（そびえるせんちょう）,　1,1,　コモン,　土地,　２,そびえる尖頂はタップ状態で戦場に出る。そびえる尖頂が戦場に出たとき、クリーチャー１体を対象とする。ターン終了時まで、それは+1/+1の修整を受けるとともに先制攻撃を得る。(Ｔ)：あなたのマナ・プールに(赤)を加える。
　LumberingFalls,伐採地の滝（ばっさいちのたき）,　1,1,　レア,　土地,　２,伐採地の滝はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(緑)か(青)を加える。(２)(緑)(青)：ターン終了時まで、伐採地の滝は呪禁を持つ緑であり青である3/3のエレメンタル(Elemental)・クリーチャーになる。これは土地でもある。
　MortuaryMire,亡骸のぬかるみ（なきがらのぬかるみ）,　1,1,　コモン,　土地,　２,亡骸のぬかるみはタップ状態で戦場に出る。亡骸のぬかるみが戦場に出たとき、あなたの墓地からクリーチャー・カード１枚を対象とする。あなたはそれをあなたのライブラリーの一番上に置いてもよい。(Ｔ)：あなたのマナ・プールに(黒)を加える。
　PrairieStream,大草原の川（だいそうげんのかわ）,　1,1,　レア,　土地,　２,（(Ｔ)：あなたのマナ・プールに(白)か(青)を加える。）あなたが２つ以上の基本土地をコントロールしていないかぎり、大草原の川はタップ状態で戦場に出る。
　SanctumofUgin,ウギンの聖域（うぎんのせいいき）,　1,1,　レア,　土地,　２,(Ｔ)：あなたのマナ・プールに(◇)を加える。あなたが点数で見たマナ・コストが７以上の無色の呪文を１つ唱えるたび、あなたはウギンの聖域を生け贄に捧げてもよい。そうしたなら、あなたのライブラリーから無色のクリーチャー・カードを１枚探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
　SandstoneBridge,砂岩の橋（さがんのはし）,　1,1,　コモン,　土地,　２,砂岩の橋はタップ状態で戦場に出る。砂岩の橋が戦場に出たとき、クリーチャー１体を対象とする。ターン終了時まで、それは+1/+1の修整を受けるとともに警戒を得る。(Ｔ)：あなたのマナ・プールに(白)を加える。
