英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　BoltwingMarauder,雷光翼の匪賊（らいこうよくのひぞく）,　5,4,　レア,　クリーチャー,　３黒赤,飛行他のクリーチャーが１体あなたのコントロール下で戦場に出るたび、クリーチャー１体を対象とする。ターン終了時まで、それは+2/+0の修整を受ける。
　CunningBreezedancer,狡猾な微風舞い（こうかつなびふうまい）,　4,4,　アンコモン,　クリーチャー,　４白青,飛行あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、狡猾な微風舞いは+2/+2の修整を受ける。
　DragonlordAtarka,龍王アタルカ（りゅうおうあたるか）,　8,8,　神話レア,　伝説のクリーチャー,　５赤緑,飛行、トランプル龍王アタルカが戦場に出たとき、対戦相手がコントロールする、クリーチャーやプレインズウォーカーを望む数だけ対象とする。龍王アタルカはそれらに５点のダメージをあなたの望むように分割して与える。
　DragonlordDromoka,龍王ドロモカ（りゅうおうどろもか）,　5,7,　神話レア,　伝説のクリーチャー,　４緑白,龍王ドロモカは打ち消されない。飛行、絆魂あなたのターンの間、あなたの対戦相手は呪文を唱えられない。
　DragonlordKolaghan,龍王コラガン（りゅうおうこらがん）,　6,5,　神話レア,　伝説のクリーチャー,　４黒赤,飛行、速攻あなたがコントロールする他のクリーチャーは速攻を持つ。対戦相手が、自分の墓地にあるいずれかのカードと同じ名前を持つ、クリーチャー呪文かプレインズウォーカー呪文を１つ唱えるたび、そのプレイヤーは１０点のライフを失う。
　DragonlordOjutai,龍王オジュタイ（りゅうおうおじゅたい）,　5,4,　神話レア,　伝説のクリーチャー,　３白青,飛行龍王オジュタイがアンタップ状態であるかぎり、これは呪禁を持つ。龍王オジュタイがプレイヤー１人に戦闘ダメージを与えるたび、あなたのライブラリーの一番上から３枚のカードを見る。そのうち１枚をあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。
　DragonlordSilumgar,龍王シルムガル（りゅうおうしるむがる）,　3,5,　神話レア,　伝説のクリーチャー,　４青黒,飛行、接死龍王シルムガルが戦場に出たとき、クリーチャー１体かプレインズウォーカー１体を対象とする。あなたが龍王シルムガルをコントロールし続けているかぎり、それのコントロールを得る。
　Dromoka'sCommand,ドロモカの命令（どろもかのめいれい）,　3,5,　レア,　インスタント,　緑白,以下から２つを選ぶ。・インスタント呪文１つかソーサリー呪文１つを対象とする。このターン、それが与えるすべてのダメージを軽減する。・プレイヤー１人を対象とする。そのプレイヤーはエンチャントを１つ生け贄に捧げる。・クリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。・あなたがコントロールするクリーチャー１体とあなたがコントロールしていないクリーチャー１体を対象とする。その前者はその後者と格闘を行う。
　EnduringScalelord,忍耐の鱗王（にんたいのりんおう）,　4,4,　アンコモン,　クリーチャー,　４緑白,飛行あなたがコントロールする他のクリーチャー１体の上に+1/+1カウンターが１個以上置かれるたび、あなたは忍耐の鱗王の上に+1/+1カウンターを１個置いてもよい。
　HarbingeroftheHunt,狩りの先駆け（かりのさきがけ）,　5,3,　レア,　クリーチャー,　３赤緑,飛行(２)(赤)：狩りの先駆けは、飛行を持たない各クリーチャーにそれぞれ１点のダメージを与える。(２)(緑)：狩りの先駆けは、飛行を持つ他の各クリーチャーにそれぞれ１点のダメージを与える。
　Kolaghan'sCommand,コラガンの命令（こらがんのめいれい）,　5,3,　レア,　インスタント,　１黒赤,以下から２つを選ぶ。・あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。・プレイヤー１人を対象とする。そのプレイヤーはカードを１枚捨てる。・アーティファクト１つを対象とし、それを破壊する。・クリーチャー１体かプレイヤー１人を対象とする。コラガンの命令はそれに２点のダメージを与える。
　NarsetTranscendent,卓絶のナーセット（たくぜつのなーせっと）,　5,3,　神話レア,　プレインズウォーカー,　２白青,[+1]：あなたのライブラリーの一番上のカードを見る。それがクリーチャーでも土地でもないカードであるなら、あなたはそれを公開してあなたの手札に加えてもよい。[-2]：このターン、あなたが次にあなたの手札からインスタント呪文かソーサリー呪文を唱えたとき、それは反復を得る。[-9]：あなたは「あなたの対戦相手はクリーチャーでない呪文を唱えられない。」を持つ紋章を得る。　忠誠度：6
　NecromasterDragon,屍術使いのドラゴン（しじゅつつかいのどらごん）,　4,4,　レア,　クリーチャー,　３青黒,飛行屍術使いのドラゴンがプレイヤー１人に戦闘ダメージを与えるたび、あなたは(２)を支払ってもよい。そうしたなら、あなたは黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出し、各対戦相手はそれぞれ自分のライブラリーの一番上から２枚のカードを自分の墓地に置く。
　Ojutai'sCommand,オジュタイの命令（おじゅたいのめいれい）,　4,4,　レア,　インスタント,　２白青,以下から２つを選ぶ。・あなたの墓地にある点数で見たマナ・コストが２以下のクリーチャー・カード１枚を対象とし、それを戦場に戻す。・あなたは４点のライフを得る。・クリーチャー呪文１つを対象とし、それを打ち消す。・カードを１枚引く。
　PristineSkywise,清純な空智（せいじゅんなくうち）,　6,4,　レア,　クリーチャー,　４白青,飛行あなたがクリーチャーでない呪文を１つ唱えるたび、清純な空智をアンタップする。色を１色選ぶ。ターン終了時まで、これはプロテクション（その選ばれた色）を得る。
　RuthlessDeathfang,無情な死牙（むじょうなしが）,　4,4,　アンコモン,　クリーチャー,　４青黒,飛行あなたがクリーチャーを１体生け贄に捧げるたび、対戦相手１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。
　SarkhanUnbroken,揺るぎないサルカン（ゆるぎないさるかん）,　4,4,　神話レア,　プレインズウォーカー,　２緑青赤,[+1]：カードを１枚引く。その後、あなたのマナ・プールに好きな色のマナ１点を加える。[-2]：飛行を持つ赤の4/4のドラゴン(Dragon)・クリーチャー・トークンを１体戦場に出す。[-8]：あなたのライブラリーから望む数のドラゴン・クリーチャー・カードを探し、それらを戦場に出す。その後、あなたのライブラリーを切り直す。　忠誠度：4
