英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　Yeva'sForcemage,イェヴァの腕力魔道士（いぇう゛ぁのわんりょくまどうし）,　2,2,　コモン,　クリーチャー,　２緑,イェヴァの腕力魔道士が戦場に出たとき、クリーチャー１体を対象とする。それはターン終了時まで+2/+2の修整を受ける。
　Zendikar'sRoil,ゼンディカーの乱動（ぜんでぃかーのらんどう）,　2,2,　アンコモン,　エンチャント,　３緑緑,土地が１つあなたのコントロール下で戦場に出るたび、緑の2/2のエレメンタル(Elemental)・クリーチャー・トークンを１体戦場に出す。
　BlazingHellhound,猛火のヘルハウンド（もうかのへるはうんど）,　4,3,　アンコモン,　クリーチャー,　２黒赤,(１) 他のクリーチャーを１体生け贄に捧げる：クリーチャー１体かプレイヤー１人を対象する。猛火のヘルハウンドはそれに１点のダメージを与える。
　Blood-CursedKnight,血に呪われた騎士（ちにのろわれたきし）,　3,2,　アンコモン,　クリーチャー,　１白黒,あなたがエンチャントをコントロールしているかぎり、血に呪われた騎士は+1/+1の修整を受けるとともに絆魂を持つ。（このクリーチャーがダメージを与える場合、さらにあなたは同じ点数のライフを得る。）
　BoundingKrasis,跳ねる混成体（はねるこんせいたい）,　3,3,　アンコモン,　クリーチャー,　１緑青,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）跳ねる混成体が戦場に出たとき、クリーチャー１体を対象とする。あなたはそれをタップまたはアンタップしてもよい。
　CitadelCastellan,城塞の主（じょうさいのあるじ）,　2,3,　アンコモン,　クリーチャー,　１緑白,警戒（このクリーチャーは攻撃してもタップしない。）高名２（このクリーチャーがプレイヤー１人に戦闘ダメージを与えたとき、これが高名でない場合、これの上に+1/+1カウンターを２個置く。これは高名になる。）
　Iroas'sChampion,イロアスの勇者（いろあすのゆうしゃ）,　2,2,　アンコモン,　クリーチャー,　１赤白,二段攻撃（このクリーチャーは先制攻撃と通常の戦闘ダメージの両方を与える。）
　PossessedSkaab,取り憑かれたスカーブ（とりつかれたすかーぶ）,　3,2,　アンコモン,　クリーチャー,　３青黒,取り憑かれたスカーブが戦場に出たとき、あなたの墓地にあるインスタント・カード１枚かソーサリー・カード１枚かクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。取り憑かれたスカーブが死亡するなら、代わりにこれを追放する。
　ReclusiveArtificer,隠棲した工匠（いんせいしたこうしょう）,　2,3,　アンコモン,　クリーチャー,　２青赤,速攻（このクリーチャーは、あなたのコントロール下になってすぐに攻撃したり(Ｔ)したりできる。）隠棲した工匠が戦場に出たとき、クリーチャー１体を対象とする。あなたは「隠棲した工匠はそれに、あなたがコントロールするアーティファクトの総数に等しい点数のダメージを与える。」を選んでもよい。
　ShamanofthePack,群れのシャーマン（むれのしゃーまん）,　3,2,　アンコモン,　クリーチャー,　１黒緑,群れのシャーマンが戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールするエルフ(Elf)の総数に等しい点数のライフを失う。
　ThunderclapWyvern,雷鳴のワイヴァーン（らいめいのわいう゛ぁーん）,　2,3,　アンコモン,　クリーチャー,　２白青,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）飛行他のあなたがコントロールする飛行を持つクリーチャーは+1/+1の修整を受ける。
　ZendikarIncarnate,ゼンディカーの具現（ぜんでぃかーのぐげん）,　*,4,　アンコモン,　クリーチャー,　２赤緑,ゼンディカーの具現のパワーは、あなたがコントロールする土地の総数に等しい。
　Alchemist'sVial,錬金術師の薬瓶（れんきんじゅつしのくすりびん）,　*,4,　コモン,　アーティファクト,　２,錬金術師の薬瓶が戦場に出たとき、カードを１枚引く。(１) (Ｔ) 錬金術師の薬瓶を生け贄に捧げる：クリーチャー１体を対象とする。このターン、それでは攻撃したりブロックしたりできない。
　Alhammarret'sArchive,アルハマレットの書庫（あるはまれっとのしょこ）,　*,4,　神話レア,　伝説のアーティファクト,　５,あなたがライフを得るなら、代わりにあなたはその２倍の点数のライフを得る。あなたが自分の各ドロー・ステップで引く１枚目のカード以外にカードを１枚引くなら、代わりにカードを２枚引く。
　Angel'sTomb,天使の墳墓（てんしのふんぼ）,　*,4,　アンコモン,　アーティファクト,　３,あなたのコントロール下でクリーチャーが１体戦場に出るたび、あなたは「天使の墳墓はターン終了時まで飛行を持つ白の3/3の天使(Angel)アーティファクト・クリーチャーになる」ことを選んでもよい。
　BondedConstruct,結束した構築物（けっそくしたこうちくぶつ）,　2,1,　コモン,　アーティファクト・クリーチャー,　１,結束した構築物は単独では攻撃できない。
　Brawler'sPlate,喧嘩屋の板金鎧（けんかやのばんきんよろい）,　2,1,　アンコモン,　アーティファクト,　３,装備しているクリーチャーは+2/+2の修整を受けるとともにトランプルを持つ。（攻撃しているそれは余剰の戦闘ダメージを防御プレイヤーかプレインズウォーカーに与えることができる。）装備(４)（(４)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）
　ChiefoftheFoundry,鋳造所の隊長（ちゅうぞうしょのたいちょう）,　2,3,　アンコモン,　アーティファクト・クリーチャー,　３,あなたがコントロールする他のアーティファクト・クリーチャーは+1/+1の修整を受ける。
　Gold-ForgedSentinel,黄金造りの歩哨（おうごんづくりのほしょう）,　4,4,　アンコモン,　アーティファクト・クリーチャー,　６,飛行
